Time[fs] MSD(Mn) MSD(O) MSD(Y) VAC(Mn) VAC(O) VAC(Y) Samples(Mn) Samples(O) Samples(Y) VAC_trunc(Mn) VAC_trunc(O) VAC_trunc(Y) Jt 
2062.5 0.0135682 0.0139966 0.0142019 -0.00711463 0.00729292 -0.000232417 7704 7704 23112 -0.00155882 0.00159789 -5.09229e-05 0.0316664
2064 0.0135812 0.0140118 0.014219 -0.00860071 0.00669143 -0.00229742 7704 7704 23112 -0.00187619 0.00145969 -0.000501166 0.0322416
2065.5 0.0135945 0.0140265 0.0142354 -0.00673803 0.00645856 -0.00276027 7704 7704 23112 -0.0014634 0.0014027 -0.000599488 0.034846
2067 0.0136074 0.0140404 0.0142519 -0.00595104 0.00736144 -0.00356454 7704 7704 23112 -0.00128677 0.00159174 -0.000770748 0.0361353
2068.5 0.0136212 0.014055 0.0142677 -0.00716096 0.00765497 -0.00543794 7704 7704 23112 -0.00154153 0.00164787 -0.00117062 0.0368465
2070 0.0136352 0.0140688 0.014283 -0.00807899 0.00816229 -0.00710388 7704 7704 23112 -0.0017314 0.00174925 -0.00152243 0.0355354
2071.5 0.0136496 0.0140829 0.0142987 -0.00816924 0.00843698 -0.0081907 7704 7704 23112 -0.00174291 0.00180003 -0.00174749 0.0316861
2073 0.0136634 0.0140983 0.0143139 -0.00752857 0.00726573 -0.00852762 7704 7704 23112 -0.001599 0.00154317 -0.00181119 0.0286014
2074.5 0.0136772 0.0141134 0.0143287 -0.00633805 0.0061958 -0.00957153 7704 7704 23112 -0.00134006 0.00130999 -0.00202372 0.0249054
2076 0.0136907 0.0141288 0.0143427 -0.00547595 0.00638472 -0.0113418 7704 7704 23112 -0.00115253 0.0013438 -0.00238712 0.0217299
2077.5 0.0137042 0.0141439 0.014357 -0.00768382 0.00713979 -0.0120157 7704 7704 23112 -0.00160985 0.00149587 -0.00251743 0.0178884
2079 0.013717 0.0141594 0.0143717 -0.00894948 0.00700486 -0.0116376 7704 7704 23112 -0.00186643 0.00146088 -0.00242704 0.0120604
2080.5 0.0137299 0.0141744 0.0143858 -0.00700176 0.00675717 -0.0111369 7704 7704 23112 -0.00145351 0.00140273 -0.00231193 0.00700749
2082 0.0137426 0.0141885 0.0143999 -0.00608457 0.00756466 -0.0112086 7704 7704 23112 -0.00125726 0.00156309 -0.00231604 0.00265502
2083.5 0.0137562 0.0142035 0.0144129 -0.0063705 0.00789148 -0.0100419 7704 7704 23112 -0.00131022 0.00162304 -0.00206532 -0.000701088
2085 0.0137699 0.0142177 0.0144255 -0.00722367 0.00631503 -0.00810047 7704 7704 23112 -0.00147875 0.00129275 -0.00165824 -0.00415355
2086.5 0.0137841 0.0142321 0.0144384 -0.00718933 0.0049976 -0.00757494 7704 7704 23112 -0.00146482 0.00101825 -0.00154338 -0.00812782
2088 0.0137977 0.0142477 0.0144507 -0.00572426 0.00475472 -0.00776288 7704 7704 23112 -0.00116081 0.000964197 -0.00157421 -0.0120391
2089.5 0.0138113 0.014263 0.0144627 -0.00375476 0.00396155 -0.00659273 7704 7704 23112 -0.000757808 0.000799543 -0.00133058 -0.0154849
2091 0.0138248 0.0142785 0.014474 -0.00329721 0.00306871 -0.00485066 7704 7704 23112 -0.000662292 0.000616394 -0.000974325 -0.0168698
2092.5 0.0138383 0.0142937 0.0144856 -0.00394202 0.0034465 -0.00320199 7704 7704 23112 -0.00078802 0.000688964 -0.000640085 -0.016159
2094 0.0138508 0.0143093 0.0144981 -0.00322273 0.00436622 -0.00135689 7704 7704 23112 -0.000641131 0.000868618 -0.00026994 -0.0174422
2095.5 0.0138637 0.0143244 0.0145101 -0.000833803 0.00480044 -0.00105914 7704 7704 23112 -0.000165075 0.000950382 -0.000209686 -0.0188016
2097 0.0138764 0.0143386 0.014522 0.000242748 0.0046866 -0.000643584 7704 7704 23112 4.78253e-05 0.000923333 -0.000126796 -0.0196229
2098.5 0.01389 0.0143536 0.0145334 0.000711555 0.0044529 0.00150526 7704 7704 23112 0.000139503 0.000873004 0.000295111 -0.0203942
2100 0.0139037 0.0143677 0.0145449 0.000113754 0.00317726 0.00421172 7704 7704 23112 2.21923e-05 0.000619852 0.000821666 -0.019332
2101.5 0.0139179 0.014382 0.0145573 0.000428572 0.00119525 0.00593913 7704 7704 23112 8.31976e-05 0.000232031 0.00115295 -0.0170232
2103 0.0139314 0.0143973 0.0145694 0.00230525 0.000121356 0.00583329 7704 7704 23112 0.000445292 2.34416e-05 0.00112678 -0.0155687
2104.5 0.0139451 0.0144123 0.0145813 0.00351825 -0.000430808 0.00694971 7704 7704 23112 0.00067621 -8.28017e-05 0.00133574 -0.0133046
2106 0.0139588 0.0144274 0.014593 0.00399328 -0.00102809 0.00861363 7704 7704 23112 0.000763665 -0.000196608 0.00164725 -0.00960309
2107.5 0.0139724 0.0144421 0.0146056 0.00505568 -0.00162417 0.0100219 7704 7704 23112 0.000961962 -0.000309036 0.00190691 -0.00632565
2109 0.0139852 0.0144572 0.0146196 0.00642898 -6.88914e-05 0.0112148 7704 7704 23112 0.00121707 -1.30418e-05 0.00212306 -0.00480798
2110.5 0.0139984 0.0144721 0.0146334 0.00723826 0.00146502 0.0111419 7704 7704 23112 0.00136329 0.000275931 0.00209852 -0.00348117
2112 0.0140114 0.014486 0.0146471 0.00798832 0.00023263 0.0112119 7704 7704 23112 0.00149686 4.35904e-05 0.0021009 -0.00134312
2113.5 0.0140254 0.0145007 0.0146604 0.00866061 -0.00150304 0.0106528 7704 7704 23112 0.00161448 -0.000280192 0.00198587 -5.31662e-05
2115 0.0140394 0.0145145 0.0146741 0.00834712 -0.00215217 0.0102835 7704 7704 23112 0.00154799 -0.000399124 0.00190709 0.000506386
2116.5 0.0140538 0.0145284 0.014689 0.00997708 -0.00336824 0.0108389 7704 7704 23112 0.00184065 -0.000621398 0.00199965 0.00143279
2118 0.0140678 0.0145432 0.0147037 0.0114228 -0.00401694 0.0108087 7704 7704 23112 0.00209633 -0.000737199 0.00198364 0.00298981
2119.5 0.0140819 0.0145578 0.0147182 0.0110563 -0.00320641 0.0105802 7704 7704 23112 0.00201841 -0.000585353 0.00193149 0.00383212
2121 0.0140961 0.0145723 0.0147328 0.0116532 -0.00254506 0.00984918 7704 7704 23112 0.00211613 -0.000462162 0.00178853 0.0037049
2122.5 0.0141102 0.0145866 0.0147481 0.0137264 -0.00291688 0.00865202 7704 7704 23112 0.00247936 -0.000526865 0.00156278 0.00247915
2124 0.0141236 0.0146013 0.014765 0.0153584 -0.0029636 0.00746916 7704 7704 23112 0.0027593 -0.000532442 0.00134192 0.000873979
2125.5 0.0141373 0.0146158 0.0147815 0.0144963 -0.00231003 0.00715567 7704 7704 23112 0.00259042 -0.00041279 0.00127868 0.000387433
2127 0.0141509 0.0146295 0.0147977 0.0143056 -0.00421393 0.00652559 7704 7704 23112 0.00254252 -0.000748937 0.00115979 0.00250535
2128.5 0.0141655 0.0146439 0.0148133 0.0146975 -0.00646532 0.00452944 7704 7704 23112 0.00259797 -0.00114283 0.000800636 0.00377063
2130 0.0141802 0.0146574 0.0148288 0.0133346 -0.00627608 0.00273094 7704 7704 23112 0.00234417 -0.00110331 0.000480089 0.00344001
2131.5 0.0141949 0.014671 0.0148453 0.014213 -0.00697155 0.00236732 7704 7704 23112 0.00248485 -0.00121883 0.000413878 0.00305126
2133 0.0142094 0.0146856 0.0148615 0.0140476 -0.00595559 0.0028964 7704 7704 23112 0.00244236 -0.00103546 0.000503577 0.00337179
2134.5 0.0142239 0.0147001 0.0148774 0.0122392 -0.00370679 0.00228617 7704 7704 23112 0.00211611 -0.00064089 0.00039527 0.00214033
2136 0.0142385 0.0147149 0.0148932 0.0120984 -0.00243038 0.00156891 7704 7704 23112 0.00208006 -0.000417854 0.000269742 -0.00201187
2137.5 0.0142529 0.0147294 0.0149094 0.012143 -0.00160697 -0.000147971 7704 7704 23112 0.00207599 -0.000274731 -2.52974e-05 -0.00632112
2139 0.0142666 0.0147445 0.0149268 0.0121501 -0.00204438 -0.00215553 7704 7704 23112 0.00206545 -0.000347534 -0.000366429 -0.00747028
2140.5 0.0142807 0.0147593 0.0149433 0.0114874 -0.00401613 -0.00171703 7704 7704 23112 0.00194168 -0.000678834 -0.000290225 -0.00648684
2142 0.0142947 0.0147734 0.0149595 0.0102813 -0.00672212 -0.00186948 7704 7704 23112 0.00172787 -0.00112971 -0.000314184 -0.00647953
2143.5 0.0143096 0.014788 0.0149749 0.00805739 -0.00775881 -0.002867 7704 7704 23112 0.00134632 -0.00129643 -0.000479051 -0.00640722
2145 0.0143244 0.0148017 0.0149898 0.00665497 -0.00765147 -0.00426363 7704 7704 23112 0.00110555 -0.00127109 -0.000708288 -0.00588898
2146.5 0.0143395 0.0148154 0.0150055 0.00721816 -0.00738804 -0.00589272 7704 7704 23112 0.00119212 -0.00122017 -0.000973214 -0.00560923
2148 0.0143543 0.0148301 0.0150208 0.00568048 -0.00632443 -0.00698706 7704 7704 23112 0.00093266 -0.00103839 -0.00114718 -0.00513176
2149.5 0.014369 0.0148448 0.0150358 0.00209408 -0.00596912 -0.00846633 7704 7704 23112 0.000341792 -0.00097427 -0.00138186 -0.00381459
2151 0.0143837 0.0148598 0.0150504 0.000212796 -0.00578753 -0.00888142 7704 7704 23112 3.45261e-05 -0.000939026 -0.00144101 -0.00304473
2152.5 0.0143983 0.0148746 0.0150655 -0.0014812 -0.00627687 -0.00884729 7704 7704 23112 -0.000238889 -0.00101234 -0.0014269 -0.00209349
2154 0.0144119 0.0148898 0.0150815 -0.0027543 -0.00734836 -0.00926074 7704 7704 23112 -0.000441548 -0.00117803 -0.00148461 0.000136524
2155.5 0.0144261 0.0149048 0.0150967 -0.00437138 -0.00893832 -0.009488 7704 7704 23112 -0.000696548 -0.00142426 -0.00151184 0.00217095
2157 0.01444 0.0149187 0.0151119 -0.00724392 -0.0104573 -0.00959212 7704 7704 23112 -0.00114725 -0.00165616 -0.00151914 0.0023761
2158.5 0.0144546 0.014933 0.0151262 -0.01002 -0.0108448 -0.0100159 7704 7704 23112 -0.00157719 -0.00170701 -0.00157654 0.00284736
2160 0.0144692 0.0149462 0.01514 -0.0111552 -0.0104264 -0.0107224 7704 7704 23112 -0.00174505 -0.00163105 -0.00167736 0.00406646
2161.5 0.0144839 0.0149595 0.0151542 -0.010725 -0.00955947 -0.0124805 7704 7704 23112 -0.00166735 -0.00148616 -0.00194027 0.00351098
2163 0.0144984 0.0149737 0.0151676 -0.011915 -0.0105218 -0.0142937 7704 7704 23112 -0.00184081 -0.00162556 -0.00220831 0.00288915
2164.5 0.0145126 0.0149878 0.0151804 -0.0145956 -0.0112655 -0.0145843 7704 7704 23112 -0.00224079 -0.00172954 -0.00223905 0.00437358
2166 0.0145267 0.0150023 0.0151926 -0.0157122 -0.0092719 -0.0148061 7704 7704 23112 -0.00239697 -0.00141447 -0.00225874 0.00645439
2167.5 0.0145408 0.0150165 0.0152054 -0.0160101 -0.00920793 -0.0148594 7704 7704 23112 -0.00242688 -0.00139578 -0.00225245 0.00919573
2169 0.014554 0.015031 0.0152191 -0.0176766 -0.0103053 -0.0143082 7704 7704 23112 -0.00266234 -0.00155212 -0.00215501 0.00988687
2170.5 0.0145676 0.0150453 0.0152319 -0.0203941 -0.0107104 -0.0151016 7704 7704 23112 -0.00305184 -0.00160274 -0.00225986 0.00845086
2172 0.0145809 0.0150584 0.0152447 -0.021787 -0.0101095 -0.0158485 7704 7704 23112 -0.00323912 -0.001503 -0.00235623 0.00803667
2173.5 0.0145949 0.0150718 0.0152565 -0.0231709 -0.00884418 -0.0152259 7704 7704 23112 -0.00342238 -0.0013063 -0.00224888 0.00741076
2175 0.0146087 0.0150841 0.0152678 -0.023211 -0.00896428 -0.014029 7704 7704 23112 -0.00340576 -0.00131533 -0.00205848 0.00633781
2176.5 0.0146226 0.0150964 0.0152794 -0.0229735 -0.00788851 -0.0130668 7704 7704 23112 -0.0033486 -0.00114982 -0.00190461 0.00576862
2178 0.0146363 0.0151097 0.0152898 -0.0241219 -0.00757231 -0.012616 7704 7704 23112 -0.00349256 -0.00109638 -0.00182664 0.00456393
2179.5 0.0146496 0.0151228 0.0152996 -0.0245616 -0.00752031 -0.0110499 7704 7704 23112 -0.00353236 -0.00108154 -0.00158916 0.00320525
2181 0.0146628 0.0151362 0.015309 -0.0247441 -0.0054923 -0.00954992 7704 7704 23112 -0.00353457 -0.000784546 -0.00136416 0.00320441
2182.5 0.0146759 0.0151496 0.0153188 -0.025659 -0.00451857 -0.00887715 7704 7704 23112 -0.00364032 -0.000641063 -0.00125943 0.00378889
2184 0.014688 0.0151631 0.0153297 -0.0270431 -0.0052243 -0.00718575 7704 7704 23112 -0.00381041 -0.00073611 -0.00101248 0.00210004
2185.5 0.0147005 0.0151764 0.01534 -0.0284428 -0.00550313 -0.0062596 7704 7704 23112 -0.00397998 -0.000770048 -0.0008759 0.000192438
2187 0.0147125 0.0151886 0.0153499 -0.0285506 -0.00344758 -0.00590271 7704 7704 23112 -0.00396731 -0.000479066 -0.000820223 -0.000330452
2188.5 0.0147252 0.0152014 0.015359 -0.027931 -0.00125309 -0.00318738 7704 7704 23112 -0.00385406 -0.000172907 -0.00043981 -0.00113543
2190 0.0147377 0.0152131 0.0153679 -0.0262833 -0.000363826 -6.65567e-05 7704 7704 23112 -0.00360114 -4.98487e-05 -9.11909e-06 -0.00211814
2191.5 0.0147504 0.0152249 0.0153777 -0.0261308 0.00112159 0.00335089 7704 7704 23112 -0.00355483 0.00015258 0.000455854 -0.0024115
2193 0.0147628 0.0152379 0.0153867 -0.0260617 0.00208565 0.00657187 7704 7704 23112 -0.00352008 0.000281703 0.000887643 -0.00249307
2194.5 0.0147748 0.0152507 0.0153951 -0.0251613 0.0030697 0.00809585 7704 7704 23112 -0.00337398 0.00041163 0.00108561 -0.0032842
2196 0.0147867 0.0152641 0.0154037 -0.0244828 0.00460624 0.00942938 7704 7704 23112 -0.00325918 0.000613189 0.00125525 -0.00351746
2197.5 0.0147986 0.0152776 0.0154129 -0.0232035 0.00554154 0.0107126 7704 7704 23112 -0.0030663 0.000732305 0.00141566 -0.00440506
2199 0.0148094 0.0152913 0.0154232 -0.0226951 0.00545024 0.0118941 7704 7704 23112 -0.00297703 0.000714936 0.00156021 -0.00508717
2200.5 0.0148206 0.0153047 0.0154334 -0.022038 0.00499149 0.0133029 7704 7704 23112 -0.00286939 0.000649901 0.00173206 -0.0038898
2202 0.0148313 0.0153169 0.0154433 -0.0207925 0.00613374 0.0142129 7704 7704 23112 -0.00268698 0.000792653 0.0018367 -0.00389962
2203.5 0.0148428 0.0153299 0.0154527 -0.0182552 0.00847391 0.0156554 7704 7704 23112 -0.00234132 0.00108682 0.00200787 -0.00481831
2205 0.0148541 0.0153419 0.0154626 -0.0138361 0.00971119 0.0177735 7704 7704 23112 -0.00176108 0.00123605 0.00226223 -0.00474589
2206.5 0.0148659 0.015354 0.015474 -0.0126848 0.00978162 0.0199623 7704 7704 23112 -0.00160218 0.00123549 0.00252138 -0.00499169
2208 0.0148773 0.0153676 0.0154855 -0.0125295 0.0103052 0.0217887 7704 7704 23112 -0.00157037 0.00129159 0.00273085 -0.00465335
2209.5 0.0148884 0.0153809 0.015497 -0.011191 0.010653 0.022413 7704 7704 23112 -0.00139171 0.0013248 0.00278726 -0.00361319
2211 0.0148995 0.0153949 0.0155088 -0.00997462 0.00935837 0.0223176 7704 7704 23112 -0.00123072 0.00115468 0.00275365 -0.00267558
2212.5 0.0149106 0.0154089 0.0155215 -0.00775301 0.00752236 0.0225197 7704 7704 23112 -0.000949051 0.000920817 0.00275665 -0.00300791
2214 0.0149207 0.015423 0.0155356 -0.0062553 0.00704168 0.0220786 7704 7704 23112 -0.000759621 0.000855116 0.00268114 -0.00250524
2215.5 0.0149312 0.0154367 0.0155495 -0.00410205 0.007836 0.0214425 7704 7704 23112 -0.00049414 0.000943937 0.002583 -0.000959187
2217 0.0149413 0.0154492 0.0155634 -0.00197179 0.0091081 0.0212471 7704 7704 23112 -0.000235603 0.0010883 0.00253875 -0.000301273
2218.5 0.0149521 0.0154626 0.0155767 0.00138111 0.0100007 0.0196597 7704 7704 23112 0.000163679 0.0011852 0.00232991 0.000156614
2220 0.0149631 0.0154752 0.0155905 0.006278 0.0102955 0.017836 7704 7704 23112 0.000737899 0.00121011 0.00209639 0.00122033
2221.5 0.0149747 0.0154879 0.0156058 0.00754784 0.00916491 0.0162142 7704 7704 23112 0.000879794 0.00106828 0.00188997 0.00169622
2223 0.0149858 0.0155019 0.0156214 0.00725651 0.0080458 0.0146782 7704 7704 23112 0.00083876 0.000929992 0.00169661 0.0014239
2224.5 0.0149967 0.0155158 0.0156369 0.00779277 0.00722299 0.0129462 7704 7704 23112 0.000893145 0.000827842 0.00148379 0.000980218
2226 0.0150076 0.0155302 0.0156526 0.00911528 0.00508424 0.0111636 7704 7704 23112 0.00103583 0.000577756 0.00126859 0.000193005
2227.5 0.0150186 0.0155443 0.0156689 0.0106301 0.00258017 0.0101256 7704 7704 23112 0.0011976 0.000290685 0.00114077 0.000106152
2229 0.0150287 0.0155585 0.0156867 0.0122275 0.00227191 0.00856624 7704 7704 23112 0.00136564 0.00025374 0.000956727 0.000739478
2230.5 0.0150393 0.0155721 0.0157039 0.0152083 0.00366589 0.0065612 7704 7704 23112 0.00168371 0.000405851 0.000726391 0.000316131
2232 0.0150498 0.0155846 0.0157209 0.0162397 0.0036127 0.00503223 7704 7704 23112 0.00178206 0.000396437 0.000552208 0.00039402
2233.5 0.015061 0.015598 0.0157371 0.0171486 0.00404636 0.00293781 7704 7704 23112 0.00186506 0.000440076 0.000319511 0.00132773
2235 0.0150725 0.0156106 0.0157531 0.0191509 0.00466789 0.000201644 7704 7704 23112 0.00206413 0.000503116 2.17337e-05 0.00167868
2236.5 0.0150847 0.0156234 0.0157701 0.0199032 0.00303572 -0.00216064 7704 7704 23112 0.00212579 0.000324234 -0.00023077 0.00247739
2238 0.0150963 0.0156373 0.015787 0.0194684 0.00101028 -0.00375212 7704 7704 23112 0.00206034 0.000106919 -0.000397088 0.00343223
2239.5 0.0151078 0.015651 0.0158034 0.0194296 -0.000981839 -0.00552998 7704 7704 23112 0.00203727 -0.00010295 -0.00057984 0.00380098
2241 0.0151193 0.0156651 0.0158194 0.0200277 -0.00266607 -0.0067309 7704 7704 23112 0.00208043 -0.000276945 -0.00069919 0.00376076
2242.5 0.015131 0.015679 0.0158359 0.0210324 -0.00270462 -0.00712394 7704 7704 23112 0.00216425 -0.000278308 -0.000733061 0.00491776
2244 0.0151419 0.0156928 0.0158537 0.0223855 -0.00299608 -0.00812196 7704 7704 23112 0.00228163 -0.000305374 -0.000827826 0.00556307
2245.5 0.0151534 0.015706 0.0158706 0.0237802 -0.00229411 -0.00963845 7704 7704 23112 0.00240056 -0.000231585 -0.00097298 0.00469032
2247 0.0151648 0.0157183 0.0158868 0.0235626 -0.00248156 -0.0109321 7704 7704 23112 0.00235558 -0.000248084 -0.0010929 0.0040411
2248.5 0.0151769 0.0157313 0.015902 0.023189 -0.00362235 -0.0116923 7704 7704 23112 0.00229557 -0.000358591 -0.00115747 0.00414787
2250 0.0151892 0.0157437 0.0159167 0.0229523 -0.00371223 -0.0124485 7704 7704 23112 0.00224972 -0.000363863 -0.00122017 0.00354108
2251.5 0.0152021 0.0157561 0.0159319 0.0220665 -0.0055679 -0.0134981 7704 7704 23112 0.00214133 -0.000540309 -0.00130986 0.00298594
2253 0.0152146 0.0157697 0.0159466 0.021383 -0.00756478 -0.0142056 7704 7704 23112 0.00205411 -0.000726694 -0.00136463 0.00308074
2254.5 0.015227 0.015783 0.0159607 0.0205478 -0.00919721 -0.0148434 7704 7704 23112 0.0019538 -0.000874522 -0.00141139 0.00304818
2256 0.0152393 0.0157966 0.015974 0.0193667 -0.00975769 -0.0155938 7704 7704 23112 0.00182257 -0.000918279 -0.00146751 0.00339604
2257.5 0.0152519 0.0158099 0.0159877 0.0185537 -0.00948515 -0.0159088 7704 7704 23112 0.00172792 -0.00088336 -0.0014816 0.00374828
2259 0.0152637 0.0158231 0.0160027 0.01859 -0.00974844 -0.0158805 7704 7704 23112 0.00171314 -0.000898352 -0.00146344 0.00381392
2260.5 0.0152761 0.0158358 0.0160168 0.0191451 -0.00896324 -0.0157878 7704 7704 23112 0.00174557 -0.00081723 -0.00143946 0.00309831
2262 0.0152884 0.0158476 0.01603 0.0188608 -0.00812882 -0.0155977 7704 7704 23112 0.00170121 -0.000733203 -0.00140688 0.00177733
2263.5 0.0153014 0.0158603 0.0160421 0.0171122 -0.00830506 -0.0150849 7704 7704 23112 0.00152676 -0.000740979 -0.00134588 0.000593101
2265 0.0153145 0.0158723 0.0160536 0.0141949 -0.00847202 -0.0148691 7704 7704 23112 0.00125259 -0.000747591 -0.00131208 -0.000772866
2266.5 0.0153282 0.0158844 0.0160656 0.0135946 -0.00901278 -0.0151301 7704 7704 23112 0.00118633 -0.000786495 -0.00132032 -0.0021917
2268 0.0153415 0.0158974 0.0160769 0.0139351 -0.00975738 -0.0155281 7704 7704 23112 0.00120241 -0.000841929 -0.00133986 -0.00305735
2269.5 0.0153545 0.0159102 0.0160875 0.0114603 -0.00903532 -0.015416 7704 7704 23112 0.000977661 -0.000770787 -0.00131511 -0.00305508
2271 0.0153675 0.0159232 0.0160973 0.00923556 -0.00839117 -0.0152943 7704 7704 23112 0.000778835 -0.000707627 -0.00128977 -0.00256598
2272.5 0.0153806 0.015936 0.0161073 0.00838852 -0.00848691 -0.0153766 7704 7704 23112 0.000699198 -0.000707398 -0.00128167 -0.00270437
2274 0.0153929 0.0159488 0.0161186 0.00782333 -0.00846033 -0.0144331 7704 7704 23112 0.000644434 -0.000696906 -0.0011889 -0.0027573
2275.5 0.0154058 0.0159609 0.0161292 0.00833515 -0.00809502 -0.0117828 7704 7704 23112 0.000678439 -0.000658893 -0.00095906 -0.00228848
2277 0.0154187 0.0159723 0.0161395 0.00830122 -0.00740693 -0.00902141 7704 7704 23112 0.000667554 -0.000595638 -0.000725469 -0.0022001
2278.5 0.0154321 0.0159845 0.0161488 0.00676431 -0.00728867 -0.00734217 7704 7704 23112 0.000537341 -0.000578996 -0.000583246 -0.0025697
2280 0.0154457 0.015996 0.0161577 0.004108 -0.00791409 -0.00584279 7704 7704 23112 0.00032231 -0.000620932 -0.00045842 -0.00264584
2281.5 0.0154598 0.0160075 0.0161673 0.00292995 -0.009011 -0.00426774 7704 7704 23112 0.000227014 -0.000698175 -0.000330666 -0.00261356
2283 0.0154734 0.0160199 0.0161763 0.00388452 -0.00883976 -0.0027186 7704 7704 23112 0.000297171 -0.000676255 -0.000207977 -0.00293809
2284.5 0.0154868 0.0160321 0.0161845 0.0025063 -0.00746542 -0.000819256 7704 7704 23112 0.000189282 -0.000563808 -6.18723e-05 -0.00360033
2286 0.0154999 0.0160445 0.0161923 0.00095914 -0.00780845 0.00145736 7704 7704 23112 7.14977e-05 -0.00058207 0.000108637 -0.00416053
2287.5 0.0155131 0.0160566 0.0162005 0.00144395 -0.0079659 0.00269289 7704 7704 23112 0.000106223 -0.000586008 0.000198101 -0.00465161
2289 0.0155256 0.0160686 0.0162101 0.000894818 -0.00757382 0.003412 7704 7704 23112 6.49508e-05 -0.000549749 0.000247661 -0.00484926
2290.5 0.0155386 0.0160799 0.0162192 -0.000612608 -0.00783984 0.00533569 7704 7704 23112 -4.38666e-05 -0.000561382 0.000382069 -0.00439889
2292 0.0155515 0.0160903 0.0162287 -0.00133646 -0.00826106 0.00762925 7704 7704 23112 -9.43904e-05 -0.000583454 0.000538831 -0.00373102
2293.5 0.015565 0.0161016 0.0162377 -0.00191357 -0.00821885 0.00958263 7704 7704 23112 -0.000133275 -0.000572423 0.000667408 -0.00335874
2295 0.0155785 0.0161121 0.0162468 -0.00270799 -0.00862461 0.0112522 7704 7704 23112 -0.000185953 -0.000592237 0.000772671 -0.00290978
2296.5 0.0155924 0.0161226 0.0162569 -0.00321853 -0.00873154 0.0126866 7704 7704 23112 -0.000217859 -0.000591028 0.000858739 -0.00194373
2298 0.0156059 0.0161338 0.0162667 -0.0024875 -0.00682574 0.0147122 7704 7704 23112 -0.000165939 -0.00045534 0.000981443 -0.000855289
2299.5 0.015619 0.016145 0.0162765 -0.0021105 -0.00616473 0.0163198 7704 7704 23112 -0.000138722 -0.000405205 0.00107269 -0.000399767
2301 0.0156319 0.0161564 0.016286 -0.00236513 -0.00527742 0.016795 7704 7704 23112 -0.000153142 -0.000341713 0.00108747 -0.000598995
2302.5 0.0156449 0.0161675 0.0162965 -0.00120582 -0.00323871 0.0170774 7704 7704 23112 -7.68953e-05 -0.000206533 0.00108903 -0.000412474
