Freq(meV) DoS(Mn) DoS(O) DoS(Y) DoS(Total) JDoS
176.5 0.929433 0.876856 1.01329 1.8511 1.12995
176.6 0.924748 0.864289 1.01432 1.84569 1.18658
176.7 0.920623 0.852583 1.01409 1.83938 1.22771
176.8 0.916925 0.842173 1.01264 1.83233 1.25132
176.9 0.913513 0.833418 1.01005 1.82471 1.2563
177 0.910254 0.826572 1.00644 1.81671 1.24253
177.1 0.907041 0.821777 1.00196 1.80852 1.21085
177.2 0.903798 0.819048 0.996771 1.80029 1.16294
177.3 0.900495 0.818276 0.991048 1.79218 1.10123
177.4 0.897141 0.819233 0.984953 1.78428 1.02869
177.5 0.893786 0.821597 0.978636 1.77666 0.948703
177.6 0.890511 0.824969 0.972235 1.76936 0.86481
177.7 0.887418 0.828907 0.965865 1.76239 0.780567
177.8 0.884616 0.832958 0.959627 1.75572 0.699363
177.9 0.882212 0.836693 0.953602 1.74932 0.624293
178 0.88029 0.83974 0.947858 1.74317 0.558048
178.1 0.878909 0.841812 0.942451 1.73724 0.502856
178.2 0.87809 0.84273 0.937431 1.73152 0.460436
178.3 0.877815 0.842433 0.932839 1.72604 0.431992
178.4 0.878027 0.840988 0.928717 1.72085 0.418215
178.5 0.878634 0.838579 0.925099 1.71601 0.419306
178.6 0.879514 0.835492 0.922018 1.71164 0.434995
178.7 0.880532 0.832094 0.919501 1.70785 0.464565
178.8 0.881545 0.828797 0.917565 1.70475 0.506873
178.9 0.882417 0.826024 0.916218 1.70248 0.560366
179 0.88303 0.824173 0.915453 1.70114 0.623102
179.1 0.883296 0.823579 0.915249 1.70078 0.69277
179.2 0.88316 0.824485 0.915567 1.70143 0.766732
179.3 0.882605 0.827016 0.916351 1.70309 0.842072
179.4 0.881655 0.831165 0.917531 1.70566 0.915683
179.5 0.880365 0.836788 0.919023 1.70903 0.984366
179.6 0.878823 0.843614 0.920731 1.713 1.04497
179.7 0.877134 0.851259 0.922556 1.71737 1.09455
179.8 0.875413 0.859257 0.924398 1.72188 1.13053
179.9 0.873773 0.867093 0.926159 1.72626 1.1509
180 0.872315 0.874248 0.927753 1.73026 1.15434
180.1 0.871118 0.880231 0.929103 1.73364 1.14042
180.2 0.870234 0.88463 0.930152 1.73618 1.10963
180.3 0.869681 0.887138 0.93086 1.73774 1.06344
180.4 0.869443 0.887582 0.931207 1.73822 1.0043
180.5 0.869475 0.885942 0.931195 1.73759 0.935463
180.6 0.869701 0.88235 0.930843 1.7359 0.860888
180.7 0.870029 0.877083 0.930192 1.73327 0.784937
180.8 0.870355 0.870546 0.929292 1.72987 0.712113
180.9 0.870572 0.863238 0.928211 1.72592 0.646735
181 0.870586 0.855716 0.927019 1.72168 0.592613
181.1 0.870316 0.84855 0.925793 1.71744 0.55275
181.2 0.869707 0.842282 0.924607 1.71345 0.529095
181.3 0.868735 0.837381 0.92353 1.70998 0.522364
181.4 0.867404 0.834207 0.922619 1.70721 0.531967
181.5 0.865751 0.832988 0.92192 1.70531 0.556032
181.6 0.863839 0.833799 0.92146 1.70437 0.591537
181.7 0.86175 0.836561 0.921247 1.70438 0.634547
181.8 0.85958 0.841046 0.921268 1.70529 0.680539
181.9 0.857429 0.846903 0.921493 1.70696 0.724777
182 0.85539 0.853682 0.921869 1.7092 0.762731
182.1 0.853541 0.860877 0.922332 1.71177 0.790472
182.2 0.85194 0.867966 0.922805 1.71441 0.805045
182.3 0.850615 0.874454 0.923208 1.71685 0.804745
182.4 0.849564 0.87991 0.92346 1.71882 0.789308
182.5 0.848755 0.884007 0.923492 1.72011 0.759968
182.6 0.848131 0.886541 0.923249 1.72056 0.719382
182.7 0.847611 0.88745 0.922699 1.72008 0.671432
182.8 0.847106 0.886811 0.921835 1.71865 0.620906
182.9 0.846522 0.884837 0.92068 1.71635 0.573089
183 0.845773 0.881852 0.919286 1.71333 0.533303
183.1 0.844797 0.878263 0.917731 1.7098 0.506427
183.2 0.843556 0.874528 0.916115 1.70605 0.496444
183.3 0.842051 0.871114 0.914549 1.70238 0.506056
183.4 0.840324 0.868459 0.913153 1.6991 0.536403
183.5 0.838458 0.86694 0.912034 1.69653 0.586912
183.6 0.836574 0.866842 0.911286 1.69491 0.655295
183.7 0.834825 0.868335 0.910974 1.69446 0.737692
183.8 0.833386 0.87147 0.911126 1.69528 0.828962
183.9 0.832441 0.876168 0.911731 1.69741 0.923086
184 0.832166 0.882241 0.912735 1.70077 1.01365
184.1 0.832718 0.8894 0.914045 1.70522 1.09439
184.2 0.834217 0.897286 0.915536 1.71051 1.15969
184.3 0.836735 0.905497 0.917061 1.71636 1.20508
184.4 0.840284 0.913622 0.918466 1.72243 1.22763
184.5 0.844814 0.921264 0.919603 1.72838 1.22615
184.6 0.85021 0.928078 0.92035 1.7339 1.20135
184.7 0.856295 0.93378 0.920623 1.73872 1.15575
184.8 0.862842 0.938173 0.92039 1.74263 1.09347
184.9 0.869583 0.941144 0.919679 1.74552 1.01986
185 0.876227 0.942668 0.918578 1.74738 0.941076
185.1 0.88248 0.942798 0.917239 1.74828 0.863486
185.2 0.888061 0.941651 0.915862 1.7484 0.793164
185.3 0.892723 0.939392 0.914685 1.74797 0.735351
185.4 0.896266 0.93621 0.913967 1.74728 0.693998
185.5 0.898551 0.932301 0.91396 1.74665 0.671443
185.6 0.899509 0.927851 0.914891 1.74639 0.668217
185.7 0.899139 0.923019 0.91694 1.74675 0.683021
185.8 0.897512 0.917934 0.920217 1.74794 0.712865
185.9 0.894759 0.912687 0.92475 1.75008 0.753359
186 0.891058 0.907333 0.930476 1.75318 0.799131
186.1 0.886624 0.901903 0.937241 1.75717 0.844333
186.2 0.881688 0.896413 0.944803 1.76185 0.883187
186.3 0.876482 0.890872 0.952847 1.76696 0.910524
186.4 0.871222 0.885304 0.961006 1.77218 0.922272
186.5 0.866096 0.879755 0.968884 1.77712 0.915834
186.6 0.861251 0.874301 0.976083 1.78144 0.890343
186.7 0.856791 0.869057 0.982231 1.78478 0.846748
186.8 0.852772 0.864173 0.98701 1.78685 0.787751
186.9 0.849209 0.859829 0.990174 1.78746 0.717566
187 0.84608 0.856225 0.991569 1.78649 0.641566
187.1 0.843335 0.853565 0.991143 1.78393 0.565805
187.2 0.840911 0.852039 0.988945 1.77991 0.496494
187.3 0.838742 0.851802 0.98512 1.7746 0.43946
187.4 0.836769 0.852959 0.979901 1.76831 0.399645
187.5 0.834952 0.855544 0.973585 1.76137 0.38068
187.6 0.833274 0.859512 0.966513 1.75414 0.384583
187.7 0.831744 0.864731 0.959045 1.74699 0.411597
187.8 0.830399 0.870981 0.951536 1.74026 0.460189
187.9 0.829297 0.877961 0.944314 1.73423 0.527199
188 0.828511 0.885307 0.937657 1.72911 0.608127
188.1 0.828121 0.892606 0.931784 1.72502 0.697537
188.2 0.828207 0.899423 0.926843 1.72199 0.789522
188.3 0.828833 0.905329 0.922907 1.71997 0.878207
188.4 0.830046 0.909925 0.919982 1.71884 0.958233
188.5 0.831868 0.912873 0.91801 1.7184 1.02518
188.6 0.834292 0.913914 0.916885 1.71844 1.07588
188.7 0.837284 0.912889 0.916462 1.7187 1.10867
188.8 0.840787 0.909748 0.916579 1.71898 1.12338
188.9 0.844727 0.904554 0.917069 1.71906 1.12135
189 0.849018 0.897479 0.917771 1.7188 1.10519
189.1 0.853577 0.888792 0.918546 1.71811 1.07845
189.2 0.85833 0.87884 0.919283 1.71697 1.04533
189.3 0.863219 0.868024 0.919901 1.71542 1.01019
189.4 0.868213 0.856774 0.920353 1.71354 0.977189
189.5 0.873303 0.84552 0.920623 1.7115 0.94989
189.6 0.878511 0.834664 0.920721 1.70945 0.931001
189.7 0.883881 0.824556 0.920677 1.70759 0.922149
189.8 0.889471 0.815478 0.920532 1.70609 0.923805
189.9 0.89535 0.807624 0.920334 1.70511 0.935298
190 0.901581 0.801101 0.920124 1.70476 0.954949
190.1 0.908211 0.795924 0.919938 1.7051 0.980279
190.2 0.915261 0.792028 0.919795 1.70614 1.00828
190.3 0.922715 0.789281 0.919694 1.70783 1.03574
190.4 0.930514 0.787505 0.919616 1.71004 1.05952
190.5 0.938549 0.786494 0.919519 1.71261 1.07688
190.6 0.946663 0.786044 0.919343 1.71533 1.08567
190.7 0.954657 0.785969 0.919009 1.71798 1.08455
190.8 0.962293 0.786125 0.918423 1.72028 1.07303
190.9 0.969308 0.786426 0.917485 1.722 1.05154
191 0.975428 0.786847 0.916088 1.7229 1.02133
191.1 0.98038 0.787436 0.914129 1.72277 0.984372
191.2 0.983913 0.7883 0.911516 1.72146 0.943226
191.3 0.98581 0.789601 0.908171 1.71884 0.900822
191.4 0.985902 0.791533 0.904039 1.71488 0.860288
191.5 0.984081 0.794307 0.899095 1.70958 0.824767
191.6 0.98031 0.798119 0.893347 1.70301 0.797254
191.7 0.974624 0.803136 0.886841 1.6953 0.780456
191.8 0.967136 0.809462 0.879662 1.68663 0.776691
191.9 0.95803 0.817129 0.87193 1.67722 0.787802
192 0.947559 0.826078 0.863803 1.66732 0.815097
192.1 0.93603 0.836157 0.855464 1.65721 0.859303
192.2 0.923796 0.84712 0.847116 1.64716 0.920529
192.3 0.911243 0.858639 0.838972 1.63744 0.998229
192.4 0.898766 0.870321 0.831242 1.62827 1.09117
192.5 0.886762 0.881733 0.824119 1.61989 1.19741
192.6 0.875608 0.892432 0.817771 1.61244 1.31428
192.7 0.865648 0.901995 0.812329 1.60605 1.43838
192.8 0.857176 0.910051 0.80788 1.60079 1.56565
192.9 0.850427 0.916311 0.804461 1.59669 1.69143
193 0.845567 0.920595 0.802066 1.59372 1.81061
193.1 0.842686 0.922842 0.800642 1.59185 1.91784
193.2 0.841797 0.923125 0.800105 1.591 2.00777
193.3 0.842833 0.921649 0.800346 1.59111 2.0754
193.4 0.845654 0.918737 0.801248 1.59211 2.11636
193.5 0.850055 0.91481 0.802704 1.59396 2.12732
193.6 0.855772 0.910361 0.804623 1.59664 2.10628
193.7 0.862498 0.905917 0.806949 1.60018 2.05288
193.8 0.869898 0.902007 0.809668 1.60463 1.96856
193.9 0.877622 0.899116 0.812809 1.61007 1.85666
194 0.885321 0.897656 0.816442 1.61662 1.72237
194.1 0.892663 0.897933 0.820674 1.62438 1.57253
194.2 0.899347 0.900127 0.825629 1.63345 1.41527
194.3 0.905111 0.904277 0.831436 1.64389 1.25959
194.4 0.909745 0.910281 0.838206 1.65571 1.11474
194.5 0.913092 0.917902 0.846013 1.66885 0.989631
194.6 0.915051 0.926794 0.854871 1.68314 0.892179
194.7 0.915579 0.93652 0.864723 1.69835 0.828717
194.8 0.91468 0.946595 0.875424 1.71412 0.803487
194.9 0.912406 0.956516 0.886744 1.73001 0.818269
195 0.908846 0.965804 0.898368 1.74552 0.872192
195.1 0.904117 0.974036 0.90991 1.76008 0.961733
195.2 0.898357 0.980873 0.920934 1.77313 1.08093
195.3 0.891717 0.986085 0.930977 1.78409 1.22176
195.4 0.884356 0.989559 0.939582 1.79246 1.37474
195.5 0.876435 0.991299 0.946327 1.79783 1.52952
195.6 0.86812 0.991424 0.95086 1.7999 1.6757
195.7 0.859576 0.990141 0.95292 1.79851 1.80353
195.8 0.850972 0.987728 0.952366 1.79366 1.90457
195.9 0.842483 0.984503 0.949184 1.78554 1.97228
196 0.834289 0.980793 0.943495 1.77448 2.00239
196.1 0.82658 0.976902 0.93555 1.76094 1.99313
196.2 0.819555 0.973093 0.925711 1.74553 1.94522
196.3 0.813418 0.969562 0.914435 1.72891 1.86166
196.4 0.808371 0.96643 0.902242 1.71182 1.7474
196.5 0.804612 0.963742 0.889685 1.69497 1.60883
196.6 0.80232 0.961467 0.877316 1.67905 1.45315
196.7 0.801645 0.95952 0.865652 1.66468 1.28784
196.8 0.802695 0.957771 0.855154 1.65238 1.12003
196.9 0.805524 0.956076 0.846198 1.64255 0.956039
197 0.810121 0.954294 0.839064 1.63545 0.800979
197.1 0.816403 0.952312 0.83393 1.63121 0.658577
197.2 0.82421 0.950056 0.830869 1.62983 0.531096
197.3 0.833307 0.94751 0.829861 1.63117 0.419442
197.4 0.843388 0.944712 0.830799 1.63503 0.323395
197.5 0.854094 0.941751 0.83351 1.64109 0.241925
197.6 0.86502 0.938759 0.837772 1.64901 0.173571
197.7 0.875746 0.935888 0.84333 1.65838 0.116813
197.8 0.885853 0.933291 0.849909 1.66879 0.0704046
197.9 0.894951 0.931103 0.857232 1.67982 0.033617
198 0.902703 0.929412 0.865025 1.69106 0.00638462
198.1 0.908845 0.928248 0.873021 1.70213 -0.0106796
198.2 0.913206 0.927568 0.880968 1.71264 -0.0163844
198.3 0.915718 0.927256 0.88862 1.72225 -0.00916476
198.4 0.916421 0.927126 0.895744 1.73063 0.0126403
198.5 0.915458 0.926937 0.902115 1.73749 0.0504737
198.6 0.913071 0.926413 0.907516 1.74257 0.105251
198.7 0.90958 0.925271 0.911745 1.74564 0.177096
198.8 0.90536 0.92325 0.914617 1.74655 0.265159
198.9 0.90082 0.92014 0.915975 1.74519 0.367538
199 0.89637 0.915813 0.915702 1.74152 0.481318
199.1 0.892395 0.910237 0.913734 1.73562 0.602726
199.2 0.889228 0.903494 0.910068 1.72763 0.727388
199.3 0.88713 0.895779 0.90478 1.71782 0.850653
199.4 0.886274 0.887395 0.898025 1.70655 0.967965
199.5 0.886731 0.878732 0.890047 1.69428 1.07522
199.6 0.888478 0.870245 0.881166 1.68152 1.16909
199.7 0.891395 0.862411 0.871773 1.66888 1.24726
199.8 0.895281 0.855702 0.862313 1.65696 1.30859
199.9 0.899874 0.850542 0.853258 1.64637 1.3531
200 0.904872 0.847271 0.845081 1.63766 1.38194
200.1 0.90996 0.846121 0.838229 1.63131 1.39715
200.2 0.91483 0.847194 0.833088 1.62769 1.4014
200.3 0.919209 0.850451 0.82996 1.62703 1.39771
200.4 0.922877 0.855718 0.82904 1.62938 1.38908
200.5 0.925677 0.862698 0.8304 1.63468 1.37824
200.6 0.927527 0.870991 0.833982 1.64266 1.36744
200.7 0.928419 0.88013 0.839604 1.65293 1.35827
200.8 0.928408 0.889615 0.846973 1.66499 1.35164
200.9 0.927608 0.898949 0.855702 1.67826 1.3479
201 0.926169 0.907674 0.865341 1.69208 1.3469
201.1 0.924259 0.915403 0.87541 1.70584 1.34831
201.2 0.922042 0.921847 0.885432 1.71894 1.35179
201.3 0.919662 0.926822 0.89497 1.73086 1.35726
201.4 0.917225 0.930262 0.903648 1.74119 1.36511
201.5 0.914784 0.932211 0.911186 1.74964 1.3763
201.6 0.912341 0.932808 0.917403 1.75606 1.3924
201.7 0.909841 0.932271 0.922231 1.76043 1.41546
201.8 0.907185 0.930869 0.925707 1.76287 1.44792
201.9 0.904244 0.928897 0.92796 1.76357 1.4922
202 0.900875 0.926648 0.929192 1.76284 1.5505
202.1 0.896947 0.924394 0.929649 1.761 1.62432
202.2 0.89236 0.922364 0.929593 1.75841 1.71421
202.3 0.88707 0.920735 0.929276 1.7554 1.81949
202.4 0.881103 0.919627 0.928906 1.75228 1.93805
202.5 0.874569 0.919105 0.928631 1.74927 2.06632
202.6 0.867662 0.919183 0.928522 1.74653 2.19943
202.7 0.860659 0.919839 0.928568 1.74416 2.33139
202.8 0.853902 0.921023 0.928674 1.74215 2.4555
202.9 0.847782 0.922674 0.928675 1.74045 2.56486
203 0.842703 0.924726 0.928351 1.73892 2.65283
203.1 0.839056 0.927121 0.927453 1.73741 2.71362
203.2 0.837182 0.929805 0.925726 1.73574 2.74275
203.3 0.837341 0.932734 0.922938 1.73373 2.73745
203.4 0.839679 0.935865 0.918908 1.7312 2.69691
203.5 0.844215 0.939149 0.913523 1.72802 2.62238
203.6 0.850825 0.942523 0.906758 1.72408 2.51712
203.7 0.85924 0.9459 0.898686 1.71933 2.38612
203.8 0.869065 0.949163 0.889476 1.71378 2.23574
203.9 0.879794 0.952164 0.879389 1.70746 2.07321
204 0.890847 0.954724 0.868765 1.70049 1.90608
204.1 0.901609 0.956644 0.857999 1.693 1.74165
204.2 0.911473 0.957714 0.847524 1.68517 1.58644
204.3 0.919884 0.957734 0.837776 1.67722 1.44576
204.4 0.926378 0.956534 0.829171 1.66938 1.32341
204.5 0.930616 0.953993 0.822076 1.6619 1.22149
204.6 0.932407 0.950058 0.816792 1.65502 1.14041
204.7 0.931717 0.944763 0.813526 1.64899 1.07906
204.8 0.928666 0.938233 0.812387 1.64403 1.03503
204.9 0.923512 0.930687 0.813379 1.64032 1.005
205 0.916624 0.92243 0.816396 1.63799 0.985166
205.1 0.908438 0.913834 0.821235 1.63712 0.971655
205.2 0.899423 0.905316 0.82761 1.63773 0.96091
205.3 0.89003 0.897301 0.835163 1.63974 0.950003
205.4 0.880649 0.890191 0.843489 1.64298 0.936855
205.5 0.871577 0.884327 0.852162 1.64721 0.920325
205.6 0.862993 0.879956 0.860752 1.65211 0.900196
205.7 0.854942 0.877205 0.868852 1.65726 0.877048
205.8 0.847342 0.876059 0.876098 1.66222 0.852048
205.9 0.839998 0.876359 0.882184 1.66651 0.826692
206 0.832632 0.877805 0.886882 1.66963 0.802526
206.1 0.824924 0.879975 0.890041 1.67114 0.780889
206.2 0.816555 0.882358 0.891604 1.67064 0.762699
206.3 0.807254 0.88439 0.891595 1.66785 0.748322
206.4 0.796845 0.885505 0.890123 1.66262 0.73752
206.5 0.78528 0.885181 0.887368 1.65492 0.729497
206.6 0.772663 0.882991 0.883573 1.64491 0.723021
206.7 0.759261 0.878641 0.879022 1.63292 0.716623
206.8 0.745495 0.872004 0.87403 1.6194 0.708825
206.9 0.73192 0.86314 0.868923 1.60498 0.698388
207 0.719182 0.852296 0.864017 1.59035 0.684539
207.1 0.707973 0.839897 0.859609 1.57628 0.667147
207.2 0.698975 0.826516 0.855959 1.56355 0.64684
207.3 0.692798 0.812834 0.853279 1.55289 0.625031
207.4 0.689929 0.79959 0.851726 1.54496 0.603854
207.5 0.69068 0.787518 0.8514 1.54026 0.58603
207.6 0.695163 0.777295 0.852341 1.53915 0.574643
207.7 0.703263 0.769478 0.854535 1.54177 0.572883
207.8 0.714647 0.764465 0.857919 1.54808 0.583755
207.9 0.72878 0.762455 0.862389 1.55783 0.609795
208 0.744961 0.763433 0.867811 1.5706 0.652811
208.1 0.762378 0.767167 0.874031 1.58581 0.713676
208.2 0.780165 0.773228 0.880887 1.60277 0.7922
208.3 0.797466 0.781022 0.888214 1.62076 0.887065
208.4 0.813503 0.789841 0.895854 1.639 0.995864
208.5 0.82763 0.79892 0.903658 1.65681 1.1152
208.6 0.839381 0.807505 0.911488 1.67355 1.24088
208.7 0.848495 0.814912 0.919218 1.68872 1.36812
208.8 0.854935 0.820592 0.926727 1.70196 1.49185
208.9 0.858876 0.824177 0.933897 1.71305 1.60699
209 0.860681 0.825515 0.940607 1.72194 1.70872
209.1 0.860864 0.824686 0.946729 1.7287 1.79278
209.2 0.860034 0.821997 0.952122 1.73354 1.85569
209.3 0.85884 0.817962 0.956639 1.73672 1.89496
209.4 0.857906 0.813258 0.960121 1.73855 1.90922
209.5 0.857778 0.80867 0.962408 1.73937 1.89832
209.6 0.858873 0.805029 0.963351 1.73948 1.86338
209.7 0.861445 0.803134 0.962819 1.73913 1.80673
209.8 0.865559 0.803685 0.960721 1.73851 1.73185
209.9 0.871093 0.807223 0.957018 1.73773 1.64326
210 0.877743 0.814069 0.951738 1.73684 1.5463
210.1 0.885057 0.8243 0.944991 1.73581 1.44689
210.2 0.892468 0.837722 0.93698 1.73458 1.35129
210.3 0.899344 0.853885 0.927999 1.73309 1.26575
210.4 0.905043 0.872099 0.918435 1.73127 1.1962
210.5 0.908959 0.891489 0.908753 1.72907 1.14789
210.6 0.910578 0.911046 0.89948 1.72654 1.12506
210.7 0.90951 0.929704 0.89118 1.72374 1.13066
210.8 0.905524 0.946415 0.884421 1.72086 1.16601
210.9 0.898565 0.960223 0.879741 1.71811 1.23071
211 0.888755 0.970335 0.877612 1.71579 1.32248
211.1 0.876385 0.976176 0.878403 1.7142 1.43721
211.2 0.861899 0.97743 0.882352 1.71367 1.56905
211.3 0.845857 0.974062 0.889535 1.71449 1.71073
211.4 0.828905 0.966315 0.899856 1.71688 1.85386
211.5 0.811734 0.954692 0.913036 1.72099 1.98947
211.6 0.795035 0.939914 0.928623 1.72683 2.10849
211.7 0.779467 0.922868 0.946008 1.73429 2.20237
211.8 0.765614 0.904537 0.964454 1.74313 2.26367
211.9 0.753966 0.885932 0.983137 1.75299 2.28656
212 0.744888 0.86802 1.00119 1.76336 2.26731
212.1 0.738615 0.851657 1.01775 1.77369 2.20459
212.2 0.73524 0.837537 1.03202 1.78337 2.09968
212.3 0.734725 0.826152 1.04331 1.79175 1.95641
212.4 0.736899 0.817765 1.05107 1.79827 1.78104
212.5 0.741484 0.812412 1.05494 1.80241 1.58184
212.6 0.74811 0.809914 1.05477 1.8038 1.36866
212.7 0.756339 0.809908 1.05063 1.80219 1.15224
212.8 0.76569 0.811889 1.04277 1.79752 0.943558
212.9 0.77567 0.815265 1.03166 1.78989 0.753104
213 0.785792 0.81941 1.01792 1.77959 0.59022
213.1 0.795609 0.823721 1.00228 1.76707 0.462495
213.2 0.804726 0.82767 0.985557 1.75289 0.375314
213.3 0.812825 0.830838 0.968564 1.73773 0.331553
213.4 0.819677 0.832949 0.952097 1.72228 0.331464
213.5 0.825147 0.833882 0.936865 1.70727 0.372744
213.6 0.829197 0.833666 0.923457 1.69337 0.45078
213.7 0.831883 0.832473 0.912306 1.68116 0.559043
213.8 0.833346 0.830584 0.903673 1.67111 0.689608
213.9 0.833791 0.828359 0.897638 1.66351 0.833734
214 0.833474 0.826194 0.894105 1.65851 0.982482
214.1 0.832671 0.824481 0.892819 1.65608 1.12731
214.2 0.831659 0.823568 0.893398 1.65601 1.26058
214.3 0.830687 0.823729 0.895362 1.65795 1.37603
214.4 0.829954 0.825136 0.898177 1.66143 1.46903
214.5 0.829589 0.827847 0.901296 1.6659 1.53677
214.6 0.829642 0.831803 0.904201 1.67076 1.57833
214.7 0.830073 0.836836 0.906434 1.67541 1.59449
214.8 0.830758 0.842687 0.907634 1.67928 1.58762
214.9 0.831497 0.84903 0.90755 1.68189 1.56131
215 0.832033 0.855502 0.906055 1.68285 1.52007
215.1 0.832076 0.861733 0.903146 1.68192 1.46894
215.2 0.831331 0.86738 0.898936 1.67896 1.41314
215.3 0.829529 0.872151 0.893633 1.67402 1.35771
215.4 0.826453 0.875828 0.887521 1.66725 1.30724
215.5 0.821969 0.87828 0.880929 1.65892 1.26563
215.6 0.816039 0.879471 0.874201 1.6494 1.23595
215.7 0.808736 0.879457 0.867668 1.63912 1.22034
215.8 0.800245 0.878379 0.861625 1.62854 1.21998
215.9 0.790854 0.876445 0.856304 1.61811 1.23512
216 0.780936 0.873915 0.851867 1.60827 1.26518
216.1 0.770924 0.871075 0.848392 1.59938 1.30883
216.2 0.761278 0.868217 0.84588 1.59173 1.36413
216.3 0.752449 0.865615 0.844255 1.5855 1.42874
216.4 0.744848 0.863508 0.843382 1.58079 1.50002
216.5 0.738812 0.862082 0.84308 1.57759 1.57525
216.6 0.734581 0.861463 0.843143 1.57581 1.6518
216.7 0.732279 0.861702 0.843361 1.57528 1.72724
216.8 0.731912 0.862781 0.843535 1.57575 1.79955
216.9 0.733373 0.86461 0.843493 1.57696 1.86718
217 0.736453 0.867034 0.843103 1.57861 1.92916
217.1 0.740873 0.869844 0.842278 1.58043 1.98513
217.2 0.746308 0.872788 0.840977 1.58214 2.03535
217.3 0.752421 0.875583 0.839203 1.58351 2.08061
217.4 0.758903 0.877937 0.83699 1.58435 2.12217
217.5 0.765494 0.879558 0.834398 1.58451 2.16152
217.6 0.772012 0.880182 0.831498 1.58392 2.20026
217.7 0.778362 0.879579 0.828358 1.58251 2.2398
217.8 0.784544 0.877582 0.825032 1.5803 2.28115
217.9 0.790639 0.874095 0.821553 1.57731 2.32469
218 0.796795 0.869107 0.817925 1.5736 2.37
218.1 0.8032 0.862707 0.814123 1.56925 2.41571
218.2 0.810047 0.855083 0.810092 1.56433 2.45949
218.3 0.817505 0.846525 0.805761 1.55895 2.49809
218.4 0.825682 0.837418 0.801045 1.55319 2.52755
218.5 0.834602 0.828228 0.79586 1.54714 2.54344
218.6 0.844185 0.81948 0.790137 1.5409 2.54125
218.7 0.85424 0.811734 0.783833 1.53456 2.51678
218.8 0.864471 0.805547 0.776938 1.52821 2.46665
218.9 0.874491 0.801442 0.769492 1.52193 2.38868
219 0.88385 0.799864 0.761581 1.51584 2.28229
219.1 0.892076 0.80115 0.753341 1.51003 2.14876
219.2 0.898709 0.805489 0.744957 1.50461 1.99138
219.3 0.903346 0.812903 0.736653 1.4997 1.81539
219.4 0.905684 0.82323 0.728683 1.49541 1.62777
219.5 0.905549 0.836119 0.721323 1.49184 1.43685
219.6 0.902921 0.851044 0.714851 1.48912 1.25175
219.7 0.897944 0.867329 0.709543 1.48736 1.08175
219.8 0.890922 0.884183 0.705652 1.48666 0.935538
219.9 0.882301 0.900755 0.703403 1.48712 0.820488
220 0.872642 0.916186 0.702983 1.48884 0.742025
220.1 0.862577 0.929675 0.704534 1.49193 0.703083
220.2 0.852763 0.94054 0.708148 1.49647 0.703769
220.3 0.84383 0.948271 0.713863 1.50256 0.741248
220.4 0.836337 0.952577 0.721665 1.51028 0.809876
220.5 0.830721 0.953418 0.731483 1.51971 0.901582
220.6 0.82727 0.951012 0.743188 1.53088 1.00647
220.7 0.826097 0.945833 0.756598 1.54383 1.1136
220.8 0.827132 0.938579 0.771471 1.55849 1.21188
220.9 0.83013 0.930128 0.787505 1.57478 1.291
221 0.834692 0.921469 0.804343 1.59251 1.34231
221.1 0.840293 0.913634 0.821569 1.6114 1.35958
221.2 0.846331 0.907609 0.838716 1.63105 1.33956
221.3 0.852165 0.90426 0.855269 1.65097 1.28227
221.4 0.857175 0.904256 0.870682 1.67055 1.19104
221.5 0.860798 0.908007 0.88439 1.68907 1.07225
